MapID.x,Area Name,Male population,Female population,White alone persons,Black or African-American alone persons,Native American alone persons,Asian alone persons,Pacific Islander alone persons,Other race alone persons,Not Hispanic or Latino persons,Hispanic or Latino persons,Asian Indian persons,Bangladeshi persons,Bhutanese persons,Burmese persons,Cambodian persons,"Chinese persons, except Taiwanese",Filipino persons,Hmong persons,Indonesian persons,Japanese persons,Korean persons,Laotian persons,Malaysian persons,Mongolian persons,Nepalese persons,Okinawan persons,Pakistani persons,Sri Lankan persons,Taiwanese persons,Thai persons,Vietnamese persons,"Other Asian persons, specified","Other Asian persons, not specified",Persons of two or more Asian origins,Mexican persons,Puerto Rican persons,Cuban persons,Dominican (Dominican Republic) persons,Costa Rican persons,Guatemalan persons,Honduran persons,Nicaraguan persons,Panamanian persons,Salvadoran persons,Other Central American persons,Argentinean persons,Bolivian persons,Chilean persons,Colombian persons,Ecuadorian persons,Paraguayan persons,Peruvian persons,Uruguayan persons,Venezuelan persons,Other South American persons,Spaniard persons,Spanish persons,Spanish American persons,All other Hispanic or Latino persons,Persons of two or more race,Persons under 5 years,Persons 5-9 years,Persons 10-14 years,Persons 15-17 years,Persons 18 and 19 years,Persons 20 years,Persons 21 years,Persons 22-24 years,Persons 25-29 years,Persons 30-34 years,Persons 35-39 years,Persons 40-44 years,Persons 45-49 years,Persons 50-54 years,Persons 55-59 years,Persons 60 and 61 years,Persons 62-64 years,Persons 65 and 66 years,Persons 67-69 years,Persons 70-74 years,Persons 75-79 years,Persons 80-84 years,Persons 85 years and over,MapID.y,Male age at death under 28 days - 2011-13 Avg,Male age at death 1-12 months - 2011-13 Avg,Male age at death 1-4 years - 2011-13 Avg,Male age at death 5-9 years - 2011-13 Avg,Male age at death 10-14 years - 2011-13 Avg,Male age at death 15-19 years - 2011-13 Avg,Male age at death 20-24 years - 2011-13 Avg,Male age at death 25-29 years - 2011-13 Avg,Male age at death 30-34 years - 2011-13 Avg,Male age at death 35-39 years - 2011-13 Avg,Male age at death 40-44 years - 2011-13 Avg,Male age at death 45-49 years - 2011-13 Avg,Male age at death 50-54 years - 2011-13 Avg,Male age at death 55-59 years - 2011-13 Avg,Male age at death 60-64 years - 2011-13 Avg,Male age at death 65-69 years - 2011-13 Avg,Male age at death 70-74 years - 2011-13 Avg,Male age at death 75-79 years - 2011-13 Avg,Male age at death 80-84 years - 2011-13 Avg,Male age at death 85+ years - 2011-13 Avg,Female age at death under 28 days - 2011-13 Avg,Female age at death 1-12 months - 2011-13 Avg,Female age at death 1-4 years - 2011-13 Avg,Female age at death 5-9 years - 2011-13 Avg,Female age at death 10-14 years - 2011-13 Avg,Female age at death 15-19 years - 2011-13 Avg,Female age at death 20-24 years - 2011-13 Avg,Female age at death 25-29 years - 2011-13 Avg,Female age at death 30-34 years - 2011-13 Avg,Female age at death 35-39 years - 2011-13 Avg,Female age at death 40-44 years - 2011-13 Avg,Female age at death 45-49 years - 2011-13 Avg,Female age at death 50-54 years - 2011-13 Avg,Female age at death 55-59 years - 2011-13 Avg,Female age at death 60-64 years - 2011-13 Avg,Female age at death 65-69 years - 2011-13 Avg,Female age at death 70-74 years - 2011-13 Avg,Female age at death 75-79 years - 2011-13 Avg,Female age at death 80-84 years - 2011-13 Avg,Female age at death 85+ years - 2011-13 Avg,MapID,One-family dwellings,Two-family dwellings,Three-family dwellings,4-6 family dwellings,Over 6 family dwellings,Misc. walkups,Elevator apartments,Old-law Tenements,Cooperatives,Condominium buildings,Multi-use residences,Warehouses,Heavy manufacture,Light manufacture,Other industrial,Garages & gas stations,Hotels,Hospitals,Health centers & clinics,Nursing homes,Misc. health facilities,Theatres,1- and 2-story store bldgs,Department stores,Shopping centers,Misc. store buildings,Loft buildings,Religious buildings,Asylums and homes,Office buildings,Places of public assembly,Outdoor rec facilities,Transportation facilities,Utility properties,Vacant land,Schools,Government installations,Miscellaneous,borough,total_pop
10455,10455 - The Hub/Longwood,22351,24145,4191,14520,247,447,126,25681,13978,32517,36,18,0,0,0,344,19,0,0,12,1,0,0,0,0,0,5,0,0,0,0,0,6,4,4844,13273,178,9366,33,584,1232,127,91,375,62,25,16,261,166,1357,0,105,0,13,34,38,24,0,315,1283,4307,4036,3580,2315,1071,887,899,2217,4098,3697,3326,2415,2613,2731,2449,1113,803,659,597,1072,791,453,367,10455,0,0,0,0,0,0,0,2,0,2,3,6,14,11,15,14,13,14,9,11,0,0,0,0,0,0,0,0,0,2,2,5,7,4,8,10,9,12,13,22,10455,140,387,322,38,187,5,74,49,3,0,12,122,1,0,2,0,2,0,90,3,0,39,2,30,15,27,2,22,8,43,0,9,79,17,6,36,13,7,Bronx,46496
10456,10456 - Morrisania,41226,48859,7766,37165,865,804,0,40938,36897,53188,220,228,0,0,0,204,55,0,0,8,13,0,0,0,0,0,23,0,0,20,8,0,25,0,3701,17038,791,24355,66,608,2522,341,150,413,10,37,27,17,238,1369,0,107,0,81,0,10,163,0,1145,2547,7679,7410,7356,4457,2682,1595,1929,4706,7309,5696,5472,5294,6137,5548,5155,1809,2110,1407,1525,1969,1041,777,1023,10456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10456,292,548,551,79,422,4,144,33,8,2,11,164,0,2,7,4,0,0,75,0,0,12,2,79,17,5,10,43,13,83,0,4,185,27,4,18,27,22,Bronx,90086
10457,10457 - Tremont/East Tremont,35372,39190,8756,25253,304,1032,52,36581,26138,48424,303,41,0,0,0,99,302,0,0,10,64,0,0,0,66,0,44,0,0,86,0,0,17,0,3728,13664,352,24768,139,229,1839,493,44,348,0,50,0,41,185,1327,0,156,0,186,0,66,54,0,757,2584,6740,6163,5736,3993,2512,1245,1370,3546,6317,5289,4886,4703,4844,4661,3974,1091,1263,936,1266,1761,1064,690,512,10457,3,2,0,0,0,0,3,2,2,2,8,17,23,24,24,24,20,21,16,16,2,2,0,0,0,0,0,2,2,3,6,9,11,17,14,15,15,15,22,37,10457,328,671,497,50,323,6,168,60,20,6,21,208,4,5,7,4,2,0,98,0,0,34,1,78,14,20,6,38,3,88,0,10,157,37,13,7,41,35,Bronx,74562
10458,10458 - Belmont/Fordham/Bedford Park,39679,42845,15638,16805,368,2655,69,43464,27185,55339,706,303,0,0,0,179,119,0,10,138,428,0,0,0,0,0,278,0,0,0,222,0,123,9,8537,16060,458,24132,41,210,1251,247,27,651,0,227,22,117,407,1542,0,276,0,227,44,144,26,0,692,3524,6719,5813,6274,3660,3935,2687,1928,4249,7187,6174,5341,5503,4875,4815,3795,1470,2183,1156,1128,1517,1028,547,541,10458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10458,230,602,391,73,574,5,170,14,5,2,1,132,3,1,2,2,2,0,126,3,0,52,0,41,10,24,5,23,4,135,0,8,67,21,8,5,28,9,Bronx,82525
10459,10459 - Longwood/Morrisania,22470,25668,5715,15538,294,512,0,24770,14823,33315,171,0,0,0,0,92,0,0,0,16,22,17,0,0,0,0,61,0,0,28,56,0,17,0,2647,13278,165,11855,39,518,1178,125,89,737,0,3,48,0,68,1016,0,184,104,188,0,30,75,0,969,1309,3913,3785,3741,2285,1758,836,783,2470,4378,3281,3204,2728,3054,2715,2573,781,1361,540,833,987,1050,597,485,10459,2,2,0,0,0,2,3,2,3,3,5,5,14,19,14,14,18,11,10,16,2,0,0,0,0,0,0,0,0,2,3,7,9,7,6,10,13,10,14,28,10459,350,680,449,91,208,15,102,20,6,1,3,107,4,0,7,2,1,1,75,0,0,17,0,61,13,4,6,30,15,81,0,3,134,18,4,59,27,9,Bronx,48138
10460,10460 - West Farms/Crotona,27169,31991,7906,17337,109,1084,0,31228,17892,41267,591,22,0,0,0,227,5,0,0,20,18,0,0,0,0,0,47,0,0,23,0,0,0,0,2064,16817,298,16428,15,498,1782,73,129,540,36,76,14,159,453,806,0,58,0,224,0,65,95,0,638,1496,5088,4395,4387,2957,1886,728,783,3288,5448,4101,3771,2851,4321,4337,2835,1133,1355,747,1066,1681,1130,416,456,10460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10460,237,877,562,130,240,15,131,28,18,1,6,134,1,0,1,3,1,0,72,0,2,18,1,37,10,14,7,46,4,64,0,15,149,20,8,2,25,14,Bronx,59160
10461,10461 - Westchester/Morris Park,23727,25754,23455,4493,252,5364,6,13796,27235,22247,1437,898,0,29,0,1152,732,0,0,43,195,0,0,0,14,0,294,11,0,11,339,0,84,58,1384,12364,311,4464,172,75,560,74,67,220,0,160,101,15,296,1205,44,131,37,59,0,114,0,0,394,2116,3141,2346,2836,1598,736,772,607,2014,3928,4226,3692,3254,3960,3416,3137,1179,1157,888,1049,1538,1297,1344,1366,10461,0,0,0,0,0,0,2,0,3,0,5,7,11,13,15,16,15,24,29,43,0,0,0,0,0,0,0,0,0,2,2,2,7,10,8,13,15,19,29,81,10461,2181,2741,909,277,128,11,54,52,20,8,15,219,1,7,4,4,6,0,157,0,0,61,0,23,6,110,11,11,7,192,0,22,223,21,6,1,8,15,Bronx,49481
10462,10462 - Parkchester/Van Nest,37592,42168,18351,21464,458,9689,0,26200,41588,38172,3559,3225,0,0,0,603,441,0,45,2,181,0,0,0,6,0,309,351,15,110,637,0,44,158,4232,18863,473,9768,82,155,909,116,99,230,142,54,0,53,302,1452,9,562,32,102,0,113,20,0,404,3597,5381,5474,4628,2721,1749,1210,957,3769,7013,6857,6217,5211,4717,5733,5234,1637,2348,1207,1560,2216,1574,1345,1003,10462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10462,687,1984,693,175,128,5,73,33,9,4,1,154,0,0,1,2,2,0,142,0,0,30,0,37,3,40,11,13,8,193,0,16,161,19,15,0,25,13,Bronx,79761
10463,10463 - Kingsbridge (full),34281,37459,30825,11594,446,2877,85,22156,36016,35724,424,161,0,24,0,822,236,0,0,148,739,0,0,0,12,0,195,0,0,29,18,0,18,44,2784,9487,568,17871,35,48,913,117,148,189,0,132,0,17,418,976,17,327,55,115,27,55,587,0,839,3758,5043,4644,3623,2226,1367,1316,890,2172,5698,6050,4687,4477,4957,3904,4388,1618,2363,1845,2080,2333,2134,1576,2351,10463,0,0,0,0,0,0,0,2,0,2,5,6,10,15,23,24,24,33,34,96,0,0,0,0,0,0,0,0,0,2,2,5,7,7,18,19,19,28,53,204,10463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronx,71742
10464,10464 - City Island,1864,2170,3068,27,0,205,0,719,2882,1152,0,0,0,0,0,8,163,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,19,196,763,0,121,0,0,0,0,0,0,0,27,0,0,0,19,0,0,0,0,0,26,0,0,0,15,144,93,409,105,46,88,51,187,43,256,175,217,274,456,152,121,187,231,101,364,170,62,102,10464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10464,808,253,38,19,6,0,2,8,1,2,1,27,0,0,0,0,0,0,27,0,0,12,0,7,1,7,6,19,5,46,4,1,146,2,4,0,4,24,Bronx,4034
10465,10465 - Throgs Neck/Country Club,21778,23201,27245,5249,67,1500,8,9463,26462,18517,358,61,0,0,0,441,262,0,0,0,46,0,0,0,0,0,157,0,0,51,116,0,0,8,357,11629,265,3751,38,286,549,24,63,84,0,96,3,9,306,557,26,74,37,29,2,101,10,0,221,1447,2554,2681,2316,1415,1566,928,768,1858,2655,2445,3053,2783,2868,3277,3034,1374,1734,1058,1254,1606,1444,937,1373,10465,0,0,0,0,0,0,0,0,3,2,3,5,9,11,15,15,15,19,23,35,0,0,0,0,0,0,0,0,0,0,2,3,5,6,7,12,16,19,31,102,10465,3830,2890,544,83,7,1,8,16,2,0,0,83,1,0,1,1,1,1,61,0,1,17,0,16,4,38,17,24,26,57,0,3,338,12,20,0,2,51,Bronx,44981
10466,10466 - Wakefield,32400,38735,6970,50741,526,1858,89,9170,54743,16392,1394,54,23,0,0,199,28,0,0,19,20,0,0,0,23,0,2,0,0,0,1,0,4,11,1566,7642,206,5282,0,16,222,28,30,1,0,0,0,74,61,626,0,88,0,22,0,40,90,0,398,1781,4435,4183,4806,3045,2087,1149,1314,3607,5369,4145,4114,4821,5136,5287,4785,1619,2228,1045,2171,2079,1428,1293,990,10466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10466,2773,3806,1233,245,128,3,40,34,12,2,8,174,2,1,3,2,0,0,130,0,1,25,0,45,8,29,6,8,1,104,0,8,325,20,13,1,4,20,Bronx,71136
10467,10467 - Norwood/Williamsbridge,49475,53327,20479,36573,738,6410,7,34332,49285,53516,2149,1806,0,0,0,330,598,0,0,0,216,0,0,0,0,0,398,70,20,18,363,0,109,130,8656,20287,834,17254,35,540,617,235,165,261,0,51,0,105,454,2084,10,672,0,35,0,127,18,0,1077,4263,8742,7233,6620,3762,2632,1534,1702,4823,8816,8507,7157,6370,6602,6667,4959,2495,2824,1412,2120,2785,2066,1509,1464,10467,3,0,0,0,0,2,4,5,7,10,11,14,19,29,26,26,33,29,29,51,2,2,0,0,0,0,0,2,2,4,6,12,15,14,21,24,26,24,38,109,10467,578,1682,728,236,317,3,234,14,1,1,1,99,2,15,14,8,10,0,167,0,0,38,0,57,7,43,6,15,9,174,0,6,138,29,7,1,29,12,Bronx,102801
10468,10468 - University Heights,35425,39497,10431,15254,611,2703,0,42569,19428,55494,516,264,0,10,0,242,724,0,0,76,218,0,0,0,0,0,152,0,15,40,437,0,0,0,6803,11753,273,31170,128,33,706,121,193,378,0,12,8,273,384,1658,38,419,0,104,7,94,29,0,910,3355,6577,5151,4573,2904,1764,1495,1141,4343,7034,6149,4920,4615,4744,5135,4358,1498,1687,881,1334,1769,962,1093,796,10468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10468,218,333,144,29,315,6,168,15,0,0,1,56,3,1,0,7,1,1,83,0,0,17,0,25,6,10,1,29,2,43,0,8,39,22,4,11,22,2,Bronx,74923
10469,10469 - Williamsbridge/Baychester,32748,38699,12831,39679,613,3799,127,12358,51819,19628,583,329,0,1,0,318,813,0,0,12,21,0,0,0,0,0,490,2,0,1,295,0,82,64,1508,9968,218,5101,45,111,595,128,156,165,0,30,35,3,256,693,0,70,4,71,5,63,22,0,380,2040,3863,4256,4447,3378,1955,1228,1107,3122,4784,4682,4470,4879,4982,5481,4072,1647,2363,1472,1584,2419,2081,1534,1641,10469,0,0,0,0,0,3,2,2,2,2,3,6,9,14,23,22,31,32,39,56,0,0,0,0,0,0,0,0,0,2,2,4,6,15,16,18,21,30,44,127,10469,4292,4905,960,144,47,2,7,14,5,1,2,173,4,0,1,10,2,0,116,0,2,30,0,49,9,35,7,8,4,137,1,22,302,15,13,1,1,9,Bronx,71447
10470,10470 - Woodlawn/Wakefield,7122,7646,6921,5478,1,522,0,1598,12007,2761,354,6,2,0,0,8,66,0,0,10,3,0,0,0,8,0,64,0,0,0,0,0,0,0,339,941,93,761,18,66,75,1,0,17,0,0,0,15,4,127,26,73,0,13,37,38,0,0,117,248,954,768,713,399,191,114,240,734,1427,991,965,918,1138,982,1055,286,531,205,381,498,505,380,391,10470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10470,686,907,243,53,58,3,21,24,8,3,1,71,1,0,0,0,0,0,37,0,0,23,0,15,3,13,2,10,0,49,0,13,74,3,3,0,8,5,Bronx,14766
10471,10471 - Riverdale/Fieldston,10361,11487,15394,1800,47,1587,0,2338,16663,5186,212,20,0,0,0,377,310,0,0,70,176,0,0,0,0,0,350,0,7,4,0,0,32,23,394,1511,193,1962,39,18,146,33,17,5,0,127,0,18,82,188,3,141,91,10,2,100,0,0,105,683,1562,1026,926,499,1098,615,302,513,1424,1406,1307,1353,1479,1041,1183,598,888,528,756,840,805,647,1054,10471,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,9,9,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,13,22,146,10471,1251,398,112,9,17,1,19,0,0,0,0,26,2,0,0,6,1,0,31,0,1,7,0,15,7,11,4,13,4,22,0,4,321,27,7,0,33,3,Bronx,21850
10472,10472 - Soundview,33353,35613,12033,19596,614,4012,0,29088,24414,44553,1370,1594,0,0,0,549,38,0,0,10,97,90,0,0,0,0,117,0,0,0,101,0,0,46,6102,16707,321,12348,0,241,1175,201,112,451,0,111,21,38,256,5468,9,322,0,37,98,0,30,0,505,3623,5646,5445,4747,3091,1972,1158,1042,3490,6057,5392,4963,3984,5023,3403,3379,1167,1709,874,1540,1847,1509,618,914,10472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10472,362,1541,1042,696,142,3,62,13,1,0,2,99,0,0,3,2,1,0,96,0,0,15,0,32,1,7,3,6,1,75,0,6,83,12,2,0,9,7,Bronx,68970
10473,10473 - Clasons Point,27567,34207,22029,24530,262,1295,0,11682,23846,37928,512,165,0,0,0,112,37,0,0,62,125,0,0,0,0,0,0,0,0,0,189,0,49,25,1429,22490,368,10242,13,0,632,105,175,159,0,0,19,7,201,1436,0,60,0,24,53,6,11,29,468,1976,3602,3735,4796,2544,1784,954,1312,3365,4517,3681,3706,3559,4082,4576,3940,1585,1861,1324,1367,1988,1662,898,937,10473,0,0,0,0,0,0,4,2,3,2,6,6,10,18,17,20,24,21,19,27,0,0,0,0,0,0,0,0,0,2,5,5,10,10,13,17,23,23,23,56,10473,1320,2071,693,49,20,5,32,19,2,1,3,92,0,0,2,1,0,0,42,0,3,10,0,22,6,8,6,48,9,44,0,3,225,11,16,0,7,7,Bronx,61775
10474,10474 - Hunts Point,6771,6029,1575,4223,43,54,43,6441,3904,8896,0,0,0,0,0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,3641,83,2494,0,314,674,0,37,60,0,0,0,0,58,392,0,15,0,8,0,12,0,0,347,421,965,1091,1024,720,350,182,207,787,1063,1327,885,749,948,891,392,146,217,172,180,219,64,112,107,10474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10474,6,206,125,36,50,1,21,164,102,4,42,159,0,0,0,0,0,0,18,0,0,9,0,9,5,10,2,9,1,8,1,14,115,7,7,15,4,70,Bronx,12798
10475,10475 - Co-op City/Eastchester,19413,25614,6795,28547,143,515,0,7056,32326,12701,247,0,0,0,0,26,55,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,17,69,7081,103,3931,0,46,256,10,284,58,0,0,0,0,106,280,0,40,0,0,0,105,67,0,266,1972,1893,2334,2008,1382,1093,938,464,2238,2105,1871,2598,2913,3736,2903,3204,1413,1847,1354,1250,2534,2086,1358,1506,10475,0,0,0,0,0,0,0,0,0,0,4,5,6,11,22,18,16,16,25,43,0,0,0,0,0,0,0,0,0,0,2,4,4,10,11,10,20,27,32,86,10475,173,188,89,3,0,0,5,43,0,3,0,65,3,0,0,2,1,0,18,1,4,11,0,4,5,8,0,10,1,9,0,7,147,4,5,0,3,8,Bronx,45028
11001,11001 - Floral Park,1929,2395,1741,75,4,2335,0,135,3921,403,1729,10,0,1,0,287,34,0,0,0,16,0,0,0,0,0,112,30,0,1,81,0,34,1,7,216,2,16,0,0,0,0,0,16,0,0,17,5,23,14,0,62,0,5,1,4,0,0,14,35,224,239,176,111,39,46,14,205,297,232,217,314,276,357,447,64,277,88,148,210,157,96,91,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11001,988,165,24,0,0,1,0,1,0,0,0,16,1,0,0,0,0,0,6,0,0,5,0,0,0,3,0,0,0,6,0,1,25,1,0,0,0,0,Queens,4325
11004,11004 - Glen Oaks,6416,7332,6810,842,32,5244,0,287,12399,1349,3619,302,0,29,0,422,341,0,0,16,133,0,0,0,6,0,172,53,0,132,17,0,3,0,71,542,61,47,9,0,11,77,10,2,0,0,2,50,216,39,0,38,11,23,0,58,0,0,81,532,710,517,457,295,192,147,244,625,927,1024,645,605,963,957,1129,419,651,269,543,586,506,478,858,11004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11004,2247,90,26,0,0,0,1,0,0,0,0,5,0,1,1,1,0,0,23,0,1,8,0,7,0,18,3,4,0,21,0,3,15,2,1,0,16,0,Queens,13747
11005,11005 - North Shore Towers,1549,2010,2383,299,0,675,0,98,3127,431,359,0,0,0,0,94,120,0,0,5,11,0,0,0,4,0,0,0,0,82,0,0,0,0,41,171,31,9,6,0,5,44,7,0,0,0,0,18,38,0,0,5,0,3,0,40,0,0,13,103,207,144,67,51,40,0,74,122,172,219,198,125,240,276,308,105,111,64,119,144,196,171,405,11005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Queens,3558
11040,11040 - New Hyde Park,973,1118,1009,100,0,828,0,33,1943,148,629,38,0,0,0,53,82,0,0,4,2,0,0,0,1,0,0,0,0,19,0,0,0,0,10,41,9,1,1,0,1,7,1,0,0,0,0,14,42,0,0,11,0,0,0,7,0,0,2,122,117,70,58,37,23,21,27,102,141,157,94,71,153,180,166,62,116,58,87,95,64,88,106,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,11040,520,41,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,9,0,0,2,0,1,1,3,0,0,0,5,0,0,6,0,0,0,3,0,Queens,2093
11101,11101 - Long Island City/Hunters Point,16369,15906,16433,4153,180,6904,32,3102,24207,8067,1255,957,0,2,4,1946,608,0,22,538,844,7,0,4,14,0,105,14,85,143,63,30,74,193,1543,1657,68,1111,25,121,184,43,59,87,15,90,88,29,925,951,1,397,1,108,21,184,94,3,260,1471,2047,1270,1066,547,646,393,348,1223,4241,4577,3190,2562,2484,1762,1279,880,845,383,541,653,753,262,323,11101,0,0,0,0,0,0,2,0,0,2,2,0,6,5,6,7,6,7,4,9,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,4,4,9,8,14,11101,107,378,185,208,117,5,47,369,269,8,261,383,33,1,1,0,2,9,57,0,3,76,11,23,2,141,10,14,40,211,1,53,203,25,17,10,0,31,Queens,32275
11102,11102 - Old Astoria,16995,17402,19713,3722,137,5625,30,4118,24804,9593,1201,932,0,45,0,527,629,0,19,411,563,11,0,0,86,0,665,0,58,14,72,0,160,131,1882,1666,296,1622,22,192,121,48,63,158,0,86,52,130,719,1611,46,169,99,61,31,115,37,9,357,1051,1736,1308,1448,962,502,480,378,1802,4960,4485,3102,2183,1921,2226,1703,670,631,624,699,912,543,478,644,11102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102,156,892,603,331,261,3,78,39,16,0,16,98,0,3,0,1,3,0,31,0,0,23,0,20,1,23,13,18,30,242,1,10,64,4,3,6,3,12,Queens,34397
11103,11103 - Astoria,18152,18327,25567,1070,96,5560,53,3060,27325,9153,1076,817,0,56,4,1385,527,0,40,321,548,0,0,4,30,0,411,0,19,71,65,0,98,88,1978,1249,312,557,1,122,123,54,6,55,0,157,68,126,822,2097,29,579,0,81,11,308,53,2,364,1073,1490,999,1279,759,537,222,385,2090,6091,5220,3207,2404,2022,2145,1930,634,904,579,658,1014,806,637,467,11103,0,0,0,0,0,0,0,0,0,2,2,3,4,3,6,5,8,10,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,9,11,36,11103,399,1180,1044,635,311,1,33,51,20,2,6,76,1,0,0,0,0,0,122,0,0,113,0,12,0,50,9,2,13,363,0,6,52,6,7,6,6,3,Queens,36479
11104,11104 - Sunnyside,14010,14225,17970,619,68,6290,0,2389,18172,10063,1330,1065,61,43,0,1291,600,0,67,415,785,0,25,0,143,0,73,3,33,145,42,0,27,141,2626,1000,306,457,20,40,131,161,46,192,0,123,75,66,1647,2147,118,479,4,42,19,94,7,5,260,899,1492,1265,1106,713,373,231,265,835,2939,3071,2801,2791,1953,1887,1620,720,866,597,617,757,622,414,302,11104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11104,411,548,221,172,101,1,54,8,6,0,4,68,1,0,0,0,0,0,40,0,0,15,0,7,0,8,1,4,12,70,0,0,31,5,1,0,35,0,Queens,28237
11105,11105 - Steinway,18344,18619,27550,797,109,4882,0,2613,28770,8194,1361,785,0,19,0,879,505,0,17,234,365,32,0,0,0,0,177,8,20,90,55,0,179,146,1380,1353,415,720,54,131,26,48,36,175,0,236,36,106,1142,1226,55,241,31,28,21,347,88,6,292,1012,1817,1422,1281,843,492,289,420,2172,5037,4895,3277,2220,2571,2171,2182,757,875,598,709,736,853,717,629,11105,0,0,0,0,0,0,0,0,0,0,2,4,4,4,7,8,7,12,14,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,11,22,48,11105,971,2409,958,284,120,29,9,84,27,0,5,84,0,0,1,0,0,0,62,0,2,44,0,17,0,32,8,10,6,269,0,26,64,7,5,0,1,13,Queens,36963
11106,11106 - Ravenswood,19062,20037,22064,2823,101,7498,22,4810,27518,11582,958,1251,0,6,0,1397,1102,0,2,695,1155,0,0,0,46,0,245,0,148,173,114,0,82,123,2333,2639,373,1471,109,397,304,26,14,154,0,224,15,165,1033,1440,10,398,24,19,4,117,3,15,295,1781,1947,1645,1283,718,519,445,195,1953,5359,4670,4224,3012,2570,2252,1871,704,864,767,902,1220,723,559,697,11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11106,201,928,559,376,236,2,57,79,50,0,53,113,1,1,4,1,1,2,51,0,1,61,0,18,2,28,7,10,20,225,0,3,55,14,3,12,8,11,Queens,39099
